Time,Learning rate,Train loss,Validation loss,MAE_energy
1.3485875129699707,0.0004,0.17647250942877243,0.11230369657278061,0.257717768351237
2.2510409355163574,0.0004,0.12520459622386432,0.09428903460502625,0.2296342651049296
3.1089365482330322,0.0004,0.11136170025150856,0.09229984134435654,0.2303093671798706
3.9754018783569336,0.0004,0.08702793986744842,0.07489013671875,0.21158969402313232
4.8379552364349365,0.0004,0.07248871514480885,0.07179205119609833,0.20042910178502402
5.663066148757935,0.0004,0.0752658746868959,0.07356380671262741,0.21579215923945108
6.533960342407227,0.0004,0.0627484154193592,0.06894281506538391,0.1976805329322815
7.386713743209839,0.0004,0.05586515724020098,0.049785252660512924,0.16716015338897705
8.269911289215088,0.0004,0.048743508497160255,0.0461115762591362,0.1606759031613668
9.192133903503418,0.0004,0.04742587785110275,0.05999526381492615,0.18741858005523682
9.98544454574585,0.0004,0.04458797511969491,0.052308451384305954,0.16977437337239584
10.804523944854736,0.0004,0.044685110605191244,0.04932963848114014,0.16052029530207315
11.642656564712524,0.0004,0.041078123513302686,0.057110100984573364,0.16696145137151083
12.445852518081665,0.0004,0.039959686859009025,0.06394991278648376,0.16802277167638144
13.273087501525879,0.0004,0.038563656364918306,0.053988099098205566,0.16459937890370688
14.08162784576416,0.0004,0.036664794435506624,0.051767557859420776,0.15530100464820862
14.882709980010986,0.0004,0.033167617022127845,0.060824375599622726,0.16412792603174844
15.692567348480225,0.0004,0.031410599131728514,0.06194981932640076,0.17053172985712686
16.516828298568726,0.0004,0.030371521233752596,0.05443158745765686,0.15058412154515585
17.40753936767578,0.0004,0.03130376558029983,0.05408924072980881,0.1517773469289144
18.258783102035522,0.0004,0.03306591374797451,0.069241464138031,0.16999590396881104
19.100709676742554,0.0004,0.03199648978631093,0.05413229390978813,0.1495795945326487
19.928500413894653,0.0004,0.0308077216433277,0.05898067355155945,0.16574514905611673
20.715282917022705,0.0004,0.029692988255657988,0.07486819475889206,0.169845183690389
21.557236433029175,0.0004,0.033396729146187576,0.06145072728395462,0.15828746557235718
22.370585680007935,0.0004,0.0300386226946447,0.06422792375087738,0.1613436539967855
23.208459854125977,0.0004,0.028917856926696326,0.05500217527151108,0.13582032918930054
24.012815952301025,0.0004,0.028564731906646233,0.06142015382647514,0.15626524885495505
24.84521508216858,0.0004,0.02823700070346631,0.06550203263759613,0.1413414478302002
25.78835391998291,0.0004,0.026724583420768673,0.056031953543424606,0.14161914587020874
26.579988956451416,0.0004,0.02394466102339094,0.05042647570371628,0.13196841875712076
27.393651723861694,0.0004,0.02423391688015066,0.05435831472277641,0.14074150721232095
28.19339871406555,0.0004,0.023900072611566216,0.04894110560417175,0.1462934116522471
29.039297580718994,0.0004,0.023196947671308994,0.050099875777959824,0.13818122943242392
29.859528064727783,0.0004,0.022851481615012104,0.05345625430345535,0.1414726177851359
30.68365502357483,0.00030000000000000003,0.022498204153751995,0.046111833304166794,0.13207878669102988
31.49233889579773,0.00030000000000000003,0.019975608484528156,0.05170540139079094,0.14440313975016275
32.353797912597656,0.00030000000000000003,0.018881980953511467,0.0456356406211853,0.12391396363576253
33.2439489364624,0.00030000000000000003,0.018377184795554585,0.041945960372686386,0.12275307377179463
34.177430152893066,0.00030000000000000003,0.017375287965699805,0.05112698674201965,0.1240966518719991
35.04241895675659,0.00030000000000000003,0.017661530349666936,0.03536231070756912,0.11492899060249329
35.85994815826416,0.00030000000000000003,0.01585546978948981,0.04989079758524895,0.12611518303553262
36.679519176483154,0.00030000000000000003,0.015748072882870327,0.04053417220711708,0.11684385935465495
